,CoreID,Site,plot.id,tree.number,stems,total.cores,core.id,pith.present,pith.yr,inner.present,inner.measured,outer.measured,bark.present,inner.dated,outer.dated,dated,Notes,zombie,species,canopy.class,live.dead,DBH..cm.
392,HOW2126W,HOW,2,126,1,2,W,N,NA,1950,1950,2009,Y,1950,2009,Y,NA,NA,NA,NA,NA,NA
393,HOW3001E,HOW,3,1,1,2,E,N,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,26.6
394,HOW3001W,HOW,3,1,1,2,W,N,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,26.6
395,HOW3002W,HOW,3,2,1,2,W,N,NA,1868,1868,2009,Y,1868,2009,Y,NA,NA,PCRU,C,LIVE,18.2
396,HOW3002E,HOW,3,2,1,2,E,N,NA,1868,1868,2013,Y,1868,2013,Y,NA,NA,PCRU,C,LIVE,18.2
397,HOW3003S,HOW,3,3,1,2,S,N,NA,1874,1874,2005,Y,1874,2005,Y,NA,NA,TSCA,I,LIVE,19.1
398,HOW3004S,HOW,3,4,1,2,S,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,TSCA,C,LIVE,32.1
399,HOW3004N,HOW,3,4,1,2,N,N,NA,1932,1932,2013,Y,1932,2013,Y,NA,NA,TSCA,C,LIVE,32.1
400,HOW3005N,HOW,3,5,1,2,N,N,NA,1873,1873,2013,Y,1873,2013,Y,NA,NA,TSCA,D,LIVE,48.4
401,HOW3005S,HOW,3,5,1,2,S,N,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,D,LIVE,48.4
402,HOW3007N,HOW,3,7,1,2,N,N,NA,1939,1939,2013,Y,1939,2013,Y,NA,NA,TSCA,C,LIVE,39.8
403,HOW3007S,HOW,3,7,1,2,S,N,NA,1911,1911,2013,Y,1911,2013,Y,NA,NA,TSCA,C,LIVE,39.8
404,HOW3008E,HOW,3,8,1,2,E,N,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,29.3
405,HOW3008W,HOW,3,8,1,2,W,N,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,29.3
406,HOW3009N,HOW,3,9,1,2,N,N,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,C,LIVE,34.1
407,HOW3009S,HOW,3,9,1,2,S,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,TSCA,C,LIVE,34.1
408,HOW3010E,HOW,3,10,1,2,E,N,NA,1887,1887,2013,Y,1887,2013,Y,NA,NA,TSCA,D,LIVE,33.2
409,HOW3010W,HOW,3,10,1,2,W,N,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,D,LIVE,33.2
410,HOW3011W,HOW,3,11,1,2,W,N,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,S,LIVE,13.7
411,HOW3011E,HOW,3,11,1,2,E,N,NA,1923,1923,2013,Y,1923,2013,Y,NA,NA,TSCA,S,LIVE,13.7
412,HOW3012N,HOW,3,12,1,2,N,N,NA,1867,1867,2013,Y,1867,2013,Y,NA,NA,TSCA,C,LIVE,23.5
413,HOW3012S,HOW,3,12,1,2,S,N,NA,1867,1867,2013,Y,1867,2013,Y,NA,NA,TSCA,C,LIVE,23.5
414,HOW3013A,HOW,3,13,1,2,A,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,TSCA,C,LIVE,30.3
415,HOW3013N,HOW,3,13,1,2,N,N,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,30.3
416,HOW3014E,HOW,3,14,1,2,E,N,NA,1909,1909,2013,Y,1909,2013,Y,NA,NA,TSCA,D,LIVE,64.4
417,HOW3014I,HOW,3,14,1,2,I,N,NA,1809,1809,1906,Y,1809,1906,Y,NA,NA,TSCA,D,LIVE,64.4
418,HOW3014W,HOW,3,14,1,2,W,N,NA,1869,1869,2013,Y,1869,2013,Y,NA,NA,TSCA,D,LIVE,64.4
419,HOW3015N,HOW,3,15,1,2,N,N,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,PCRU,C,LIVE,24.2
420,HOW3015S,HOW,3,15,1,2,S,N,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,PCRU,C,LIVE,24.2
421,HOW3016E,HOW,3,16,1,2,E,N,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,PCRU,C,LIVE,34.7
422,HOW3016W,HOW,3,16,1,2,W,N,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,PCRU,C,LIVE,34.7
423,HOW3017W,HOW,3,17,1,2,W,N,NA,1925,1925,2012,Y,1925,2012,Y,NA,NA,BEAL,C,LIVE,21
424,HOW3017E,HOW,3,17,1,2,E,N,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,BEAL,C,LIVE,21
425,HOW3018N,HOW,3,18,1,2,N,N,NA,1911,1911,2013,Y,1911,2013,Y,NA,NA,PCRU,C,LIVE,21
426,HOW3018S,HOW,3,18,1,2,S,N,NA,1911,1911,2013,Y,1911,2013,Y,NA,NA,PCRU,C,LIVE,21
427,HOW3019E,HOW,3,19,1,2,E,N,NA,1864,1864,2013,Y,1864,2013,Y,NA,NA,TSCA,I,LIVE,24.7
428,HOW3019W,HOW,3,19,1,2,W,N,NA,1882,1882,2013,Y,1882,2013,Y,NA,NA,TSCA,I,LIVE,24.7
429,HOW3020E,HOW,3,20,1,2,E,N,NA,1866,1866,2012,Y,1866,2012,Y,NA,NA,TSCA,C,LIVE,27.9
430,HOW3020W,HOW,3,20,1,2,W,N,NA,1920,1920,2012,Y,1920,2012,Y,NA,NA,TSCA,C,LIVE,27.9
431,HOW3021N,HOW,3,21,1,2,N,N,NA,1863,1863,2013,Y,1863,2013,Y,NA,NA,TSCA,I,LIVE,26.2
432,HOW3021S,HOW,3,21,1,2,S,N,NA,1863,1863,2013,Y,1863,2013,Y,NA,NA,TSCA,I,LIVE,26.2
433,HOW3022E,HOW,3,22,1,2,E,N,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,31.4
434,HOW3022W,HOW,3,22,1,2,W,N,NA,1898,1898,2013,Y,1898,2013,Y,NA,NA,TSCA,C,LIVE,31.4
435,HOW3023W,HOW,3,23,1,2,W,N,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,ACRU,C,LIVE,29.3
436,HOW3023E,HOW,3,23,1,2,E,N,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,ACRU,C,LIVE,29.3
437,HOW3024N,HOW,3,24,1,2,N,N,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,ACRU,D,LIVE,43.4
438,HOW3024S,HOW,3,24,1,2,S,N,NA,1924,1924,2013,Y,1924,2013,Y,NA,NA,ACRU,D,LIVE,43.4
439,HOW3025N,HOW,3,25,1,2,N,N,NA,1945,1945,2013,Y,1945,2013,Y,NA,NA,TSCA,S,LIVE,16.7
440,HOW3025S,HOW,3,25,1,2,S,N,NA,1945,1945,2013,Y,1945,2013,Y,NA,NA,TSCA,S,LIVE,16.7
441,HOW3026E,HOW,3,26,1,2,E,N,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,C,LIVE,35.2
442,HOW3026W,HOW,3,26,1,2,W,N,NA,1885,1885,2013,Y,1885,2013,Y,NA,NA,TSCA,C,LIVE,35.2
443,HOW3027N,HOW,3,27,1,2,N,N,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,TSCA,C,LIVE,26.6
444,HOW3027S,HOW,3,27,1,2,S,N,NA,1896,1896,2013,Y,1896,2013,Y,NA,NA,TSCA,C,LIVE,26.6
445,HOW3028N,HOW,3,28,1,2,N,N,NA,1880,1880,2013,Y,1880,2013,Y,NA,NA,PCRU,D,LIVE,26.6
446,HOW3028S,HOW,3,28,1,2,S,N,NA,1880,1880,2013,Y,1880,2013,Y,NA,NA,PCRU,D,LIVE,26.6
447,HOW3029N,HOW,3,29,1,2,N,N,NA,1857,1857,2013,Y,1857,2013,Y,NA,NA,TSCA,D,LIVE,45.6
448,HOW3029S,HOW,3,29,1,2,S,N,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,TSCA,D,LIVE,45.6
449,HOW3030N,HOW,3,30,1,2,N,N,NA,1832,1832,2013,Y,1832,2013,Y,NA,NA,PCRU,C,LIVE,30.6
450,HOW3030S,HOW,3,30,1,2,S,N,NA,1832,1832,2013,Y,1832,2013,Y,NA,NA,PCRU,C,LIVE,30.6
451,HOW3031W,HOW,3,31,1,2,W,N,NA,1899,1899,2013,Y,1899,2013,Y,NA,NA,PCRU,C,LIVE,31.5
452,HOW3031E,HOW,3,31,1,2,E,N,NA,1899,1899,2013,Y,1899,2013,Y,NA,NA,PCRU,C,LIVE,31.5
453,HOW3032N,HOW,3,32,1,2,N,N,NA,1924,1924,2013,Y,1924,2013,Y,NA,NA,ACRU,I,LIVE,23.9
454,HOW3032W,HOW,3,32,1,2,W,N,NA,1931,1931,2012,Y,1931,2012,Y,NA,NA,ACRU,I,LIVE,23.9
455,HOW3033E,HOW,3,33,1,2,E,N,NA,1834,1834,2013,Y,1834,2013,Y,NA,NA,ACRU,D,LIVE,37
456,HOW3033W,HOW,3,33,1,2,W,N,NA,1826,1826,2013,Y,1826,2013,Y,NA,NA,ACRU,D,LIVE,37
457,HOW3034E,HOW,3,34,1,2,E,N,NA,1906,1906,2013,Y,1906,2013,Y,NA,NA,TSCA,C,LIVE,39
458,HOW3034W,HOW,3,34,1,2,W,N,NA,1848,1848,2012,Y,1848,2012,Y,NA,NA,TSCA,C,LIVE,39
459,HOW3035E,HOW,3,35,1,2,E,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,TSCA,S,LIVE,10.3
460,HOW3035W,HOW,3,35,1,2,W,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,S,LIVE,10.3
461,HOW3036E,HOW,3,36,1,2,E,N,NA,1942,1942,2011,Y,1942,2011,Y,NA,NA,TSCA,I,LIVE,14
462,HOW3036W,HOW,3,36,1,2,W,N,NA,1943,1943,2013,Y,1943,2013,Y,NA,NA,TSCA,I,LIVE,14
463,HOW3037W,HOW,3,37,1,2,W,N,NA,1851,1851,2013,Y,1851,2013,Y,NA,NA,TSCA,C,LIVE,41.3
464,HOW3037E,HOW,3,37,1,2,E,N,NA,1854,1854,2013,Y,1854,2013,Y,NA,NA,TSCA,C,LIVE,41.3
465,HOW3038E,HOW,3,38,1,2,E,N,NA,1923,1923,2013,Y,1923,2013,Y,NA,NA,TSCA,C,LIVE,37
466,HOW3038W,HOW,3,38,1,2,W,N,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,TSCA,C,LIVE,37
467,HOW3039E,HOW,3,39,1,2,E,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,26.4
468,HOW3039W,HOW,3,39,1,2,W,N,NA,1931,1931,2013,Y,1931,2013,Y,NA,NA,PCRU,C,LIVE,26.4
469,HOW3040N,HOW,3,40,1,2,N,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,PCRU,C,LIVE,32.6
470,HOW3040S,HOW,3,40,1,2,S,N,NA,1934,1934,2013,Y,1934,2013,Y,NA,NA,PCRU,C,LIVE,32.6
471,HOW3041E,HOW,3,41,1,2,E,N,NA,1937,1937,2013,Y,1937,2013,Y,NA,NA,PCRU,C,LIVE,23.7
472,HOW3041W,HOW,3,41,1,2,W,N,NA,1939,1939,2013,Y,1939,2013,Y,NA,NA,PCRU,C,LIVE,23.7
473,HOW3042N,HOW,3,42,1,2,N,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,TSCA,C,LIVE,34.8
474,HOW3042S,HOW,3,42,1,2,S,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,TSCA,C,LIVE,34.8
475,HOW3043W,HOW,3,43,1,2,W,N,NA,1902,1902,2013,Y,1902,2013,Y,NA,NA,TSCA,C,LIVE,36.8
476,HOW3043E,HOW,3,43,1,2,E,N,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,TSCA,C,LIVE,36.8
477,HOW3044N,HOW,3,44,1,2,N,N,NA,1915,1915,2013,Y,1915,2013,Y,NA,NA,TSCA,C,LIVE,33.1
478,HOW3044S,HOW,3,44,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,TSCA,C,LIVE,33.1
479,HOW3045W,HOW,3,45,1,2,W,N,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,S,LIVE,11.6
480,HOW3046N,HOW,3,46,1,2,N,N,NA,1888,1888,2013,Y,1888,2013,Y,NA,NA,TSCA,C,LIVE,37.5
481,HOW3046S,HOW,3,46,1,2,S,N,NA,1886,1886,2013,Y,1886,2013,Y,NA,NA,TSCA,C,LIVE,37.5
482,HOW3047E,HOW,3,47,1,2,E,N,NA,1880,1880,2013,Y,1880,2013,Y,NA,NA,TSCA,C,LIVE,43
483,HOW3048N,HOW,3,48,1,2,N,N,NA,1918,1918,2013,Y,1918,2013,Y,NA,NA,TSCA,I,LIVE,21
484,HOW3048S,HOW,3,48,1,2,S,N,NA,1919,1919,2012,Y,1919,2012,Y,NA,NA,TSCA,I,LIVE,21
485,HOW3049N,HOW,3,49,1,2,N,N,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,17.2
486,HOW3049S,HOW,3,49,1,2,S,N,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,17.2
487,HOW3050E,HOW,3,50,1,2,E,N,NA,1866,1866,2013,Y,1866,2013,Y,NA,NA,PCRU,D,LIVE,37.6
488,HOW3050W,HOW,3,50,1,2,W,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,PCRU,D,LIVE,37.6
489,HOW3051E,HOW,3,51,1,2,E,N,NA,1922,1922,2011,Y,1922,2011,Y,NA,NA,ACRU,I,LIVE,14
490,HOW3051W,HOW,3,51,1,2,W,N,NA,1921,1921,2013,Y,1921,2013,Y,NA,NA,ACRU,I,LIVE,14
491,HOW3052N,HOW,3,52,1,2,N,N,NA,1892,1892,2013,Y,1892,2013,Y,NA,NA,TSCA,D,LIVE,38.9
492,HOW3053W,HOW,3,53,1,2,W,N,NA,1954,1954,2013,Y,1954,2013,Y,NA,NA,TSCA,C,LIVE,27.3
493,HOW3053E,HOW,3,53,1,2,E,N,NA,1904,1904,2013,Y,1904,2013,Y,NA,NA,TSCA,C,LIVE,27.3
494,HOW3054E,HOW,3,54,1,2,E,N,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,ACRU,C,LIVE,33.2
495,HOW3054W,HOW,3,54,1,2,W,N,NA,1863,1863,2013,Y,1863,2013,Y,NA,NA,ACRU,C,LIVE,33.2
496,HOW3055N,HOW,3,55,1,2,N,N,NA,1948,1948,2013,Y,1948,2013,Y,NA,NA,TSCA,C,LIVE,31.6
497,HOW3055S,HOW,3,55,1,2,S,N,NA,1922,1922,2013,Y,1922,2013,Y,NA,NA,TSCA,C,LIVE,31.6
498,HOW3056N,HOW,3,56,1,2,N,N,NA,1886,1886,2013,Y,1886,2013,Y,NA,NA,PCRU,C,LIVE,25.7
499,HOW3056S,HOW,3,56,1,2,S,N,NA,1886,1886,2010,Y,1886,2010,Y,NA,NA,PCRU,C,LIVE,25.7
500,HOW3057N,HOW,3,57,1,2,N,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,PCRU,I,LIVE,23.4
501,HOW3057S,HOW,3,57,1,2,S,N,NA,1900,1900,2013,Y,1900,2013,Y,NA,NA,PCRU,I,LIVE,23.4
502,HOW3058E,HOW,3,58,1,2,E,N,NA,1908,1908,2013,Y,1908,2013,Y,NA,NA,TSCA,C,LIVE,27.6
503,HOW3058W,HOW,3,58,1,2,W,N,NA,1969,1969,2013,Y,1969,2013,Y,NA,NA,TSCA,C,LIVE,27.6
504,HOW3059W,HOW,3,59,1,2,W,N,NA,1933,1933,2013,Y,1933,2013,Y,NA,NA,TSCA,S,LIVE,10.8
505,HOW3059E,HOW,3,59,1,2,E,N,NA,1934,1934,1991,Y,1934,1991,Y,NA,NA,TSCA,S,LIVE,10.8
506,HOW3060N,HOW,3,60,1,2,N,N,NA,1905,1905,2013,Y,1905,2013,Y,NA,NA,TSCA,C,LIVE,28
507,HOW3060S,HOW,3,60,1,2,S,N,NA,1905,1905,2013,Y,1905,2013,Y,NA,NA,TSCA,C,LIVE,28
508,HOW3061E,HOW,3,61,1,2,E,N,NA,1890,1890,2013,Y,1890,2013,Y,NA,NA,TSCA,C,LIVE,44.4
509,HOW3061S,HOW,3,61,1,2,S,N,NA,1925,1925,2013,Y,1925,2013,Y,NA,NA,TSCA,C,LIVE,44.4
510,HOW3062N,HOW,3,62,1,2,N,N,NA,1916,1916,2011,Y,1916,2011,Y,NA,NA,ACRU,C,LIVE,31.1
511,HOW3062S,HOW,3,62,1,2,S,N,NA,1915,1915,2011,Y,1915,2011,Y,NA,NA,ACRU,C,LIVE,31.1
512,HOW3063N,HOW,3,63,1,2,N,N,NA,1919,1919,2013,Y,1919,2013,Y,NA,NA,ACRU,D,LIVE,22.6
513,HOW3063S,HOW,3,63,1,2,S,N,NA,1919,1919,2013,Y,1919,2013,Y,NA,NA,ACRU,D,LIVE,22.6
514,HOW3064E,HOW,3,64,1,2,E,N,NA,1948,1948,2013,Y,1948,2013,Y,NA,NA,TSCA,C,LIVE,44.5
515,HOW3064W,HOW,3,64,1,2,W,N,NA,1936,1936,2013,Y,1936,2013,Y,NA,NA,TSCA,C,LIVE,44.5
516,HOW3065W,HOW,3,65,1,2,W,N,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,PCRU,C,LIVE,34.3
517,HOW3065E,HOW,3,65,1,2,E,N,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,PCRU,C,LIVE,34.3
518,HOW3066N,HOW,3,66,1,2,N,N,NA,1849,1849,2013,Y,1849,2013,Y,NA,NA,TSCA,C,LIVE,31.1
519,HOW3066S,HOW,3,66,1,2,S,N,NA,1849,1849,2013,Y,1849,2013,Y,NA,NA,TSCA,C,LIVE,31.1
520,HOW3067N,HOW,3,67,1,2,N,N,NA,1926,1926,2013,Y,1926,2013,Y,NA,NA,TSCA,C,LIVE,25.7
521,HOW3067S,HOW,3,67,1,2,S,N,NA,1903,1903,2013,Y,1903,2013,Y,NA,NA,TSCA,C,LIVE,25.7
522,HOW3068N,HOW,3,68,1,2,N,N,NA,1864,1864,2013,Y,1864,2013,Y,NA,NA,TSCA,C,LIVE,36.2
523,HOW3069N,HOW,3,69,1,2,N,N,NA,1886,1886,2011,Y,1886,2011,Y,NA,NA,TSCA,S,LIVE,15.6
524,HOW3069S,HOW,3,69,1,2,S,N,NA,1886,1886,2010,Y,1886,2010,Y,NA,NA,TSCA,S,LIVE,15.6
525,HOW3070N,HOW,3,70,1,2,N,N,NA,1875,1875,2012,Y,1875,2012,Y,NA,NA,TSCA,S,LIVE,15.4
526,HOW3071N,HOW,3,71,1,2,N,N,NA,1857,1857,2013,Y,1857,2013,Y,NA,NA,TSCA,D,LIVE,43.2
527,HOW3071S,HOW,3,71,1,2,S,N,NA,1929,1929,2013,Y,1929,2013,Y,NA,NA,TSCA,D,LIVE,43.2
528,HOW3072N,HOW,3,72,1,2,N,N,NA,1862,1862,2013,Y,1862,2013,Y,NA,NA,TSCA,C,LIVE,31.2
529,HOW3072S,HOW,3,72,1,2,S,N,NA,1930,1930,2013,Y,1930,2013,Y,NA,NA,TSCA,C,LIVE,31.2
530,HOW3073E,HOW,3,73,1,2,E,N,NA,1847,1847,2013,Y,1847,2013,Y,NA,NA,ACRU,C,LIVE,27
531,HOW3073W,HOW,3,73,1,2,W,N,NA,1888,1888,2013,Y,1888,2013,Y,NA,NA,ACRU,C,LIVE,27
532,HOW3074S,HOW,3,74,1,2,S,N,NA,1859,1859,2007,Y,1859,2007,Y,NA,NA,TSCA,S,LIVE,17
533,HOW3074N,HOW,3,74,1,2,N,N,NA,1859,1859,2008,Y,1859,2008,Y,NA,NA,TSCA,S,LIVE,17
534,HOW3075E,HOW,3,75,1,2,E,N,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,C,LIVE,18.7
535,HOW3075W,HOW,3,75,1,2,W,N,NA,1884,1884,2013,Y,1884,2013,Y,NA,NA,TSCA,C,LIVE,18.7
536,HOW3076E,HOW,3,76,1,2,E,N,NA,1881,1881,2013,Y,1881,2013,Y,NA,NA,TSCA,C,LIVE,42.8
537,HOW3076W,HOW,3,76,1,2,W,N,NA,1879,1879,2013,Y,1879,2013,Y,NA,NA,TSCA,C,LIVE,42.8
538,HOW3077N,HOW,3,77,1,2,N,N,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,TSCA,C,LIVE,30.5
539,HOW3077S,HOW,3,77,1,2,S,N,NA,1895,1895,2013,Y,1895,2013,Y,NA,NA,TSCA,C,LIVE,30.5
540,HOW3078N,HOW,3,78,1,2,N,N,NA,1874,1874,2013,Y,1874,2013,Y,NA,NA,TSCA,C,LIVE,36
541,HOW3078S,HOW,3,78,1,2,S,N,NA,1858,1858,2013,Y,1858,2013,Y,NA,NA,TSCA,C,LIVE,36
542,HOW3079E,HOW,3,79,1,2,E,N,NA,1863,1863,2012,Y,1863,2012,Y,NA,NA,TSCA,I,LIVE,22
543,HOW3079W,HOW,3,79,1,2,W,N,NA,1864,1864,2009,Y,1864,2009,Y,NA,NA,TSCA,I,LIVE,22
544,HOW3080W,HOW,3,80,1,2,W,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,C,LIVE,34
545,HOW3080E,HOW,3,80,1,2,E,N,NA,1940,1940,2013,Y,1940,2013,Y,NA,NA,TSCA,C,LIVE,34
546,HOW3081E,HOW,3,81,1,2,E,N,NA,1956,1956,2012,Y,1956,2012,Y,NA,NA,TSCA,C,LIVE,26.6
547,HOW3081W,HOW,3,81,1,2,W,N,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,TSCA,C,LIVE,26.6
548,HOW3082E,HOW,3,82,1,2,E,N,NA,1920,1920,2013,Y,1920,2013,Y,NA,NA,ACRU,C,LIVE,39.2
549,HOW3082W,HOW,3,82,1,2,W,N,NA,1915,1915,2013,Y,1915,2013,Y,NA,NA,ACRU,C,LIVE,39.2
550,HOW3083N,HOW,3,83,1,2,N,N,NA,1897,1897,2013,Y,1897,2013,Y,NA,NA,TSCA,C,LIVE,43.4
551,HOW3083S,HOW,3,83,1,2,S,N,NA,1870,1870,2012,Y,1870,2012,Y,NA,NA,TSCA,C,LIVE,43.4
552,HOW3084N,HOW,3,84,1,2,N,N,NA,1889,1889,2013,Y,1889,2013,Y,NA,NA,TSCA,D,LIVE,47.1
553,HOW3084S,HOW,3,84,1,2,S,N,NA,1865,1865,2013,Y,1865,2013,Y,NA,NA,TSCA,D,LIVE,47.1
554,HOW3085E,HOW,3,85,1,2,E,N,NA,1920,1920,2012,Y,1920,2012,Y,NA,NA,PCRU,I,LIVE,12.2
555,HOW3085W,HOW,3,85,1,2,W,N,NA,1921,1921,2013,Y,1921,2013,Y,NA,NA,PCRU,I,LIVE,12.2
556,HOW3086S,HOW,3,86,1,2,S,N,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,I,LIVE,13.9
557,HOW3086N,HOW,3,86,1,2,N,N,NA,1944,1944,2013,Y,1944,2013,Y,NA,NA,TSCA,I,LIVE,13.9
558,HOW3087E,HOW,3,87,1,2,E,N,NA,1956,1956,2012,Y,1956,2012,Y,NA,NA,TSCA,I,LIVE,22.8
559,HOW3087W,HOW,3,87,1,2,W,N,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,TSCA,I,LIVE,22.8
560,HOW3088E,HOW,3,88,1,2,E,N,NA,1912,1912,2013,Y,1912,2013,Y,NA,NA,PCRU,D,LIVE,37.1
561,HOW3088W,HOW,3,88,1,2,W,N,NA,1905,1905,2013,Y,1905,2013,Y,NA,NA,PCRU,D,LIVE,37.1
562,TP1001E,TP,1,1,1,2,E,N,NA,1955,1955,2012,Y,1955,2012,Y,NA,NA,BEAL,S,LIVE,18
563,TP1001S,TP,1,1,1,2,S,N,NA,1955,1955,2012,Y,1955,2012,Y,NA,NA,BEAL,S,LIVE,18
564,TP1001W,TP,1,1,1,2,W,N,NA,1957,1957,2012,Y,1957,2012,Y,NA,NA,BEAL,S,LIVE,18
565,TP1002E,TP,1,2,1,2,E,N,NA,1967,1967,2013,Y,1967,2013,Y,NA,NA,TSCA,S,LIVE,13.9
566,TP1002N,TP,1,2,1,2,N,N,NA,1970,1970,2013,Y,1970,2013,Y,NA,NA,TSCA,S,LIVE,13.9
567,TP1002W,TP,1,2,1,2,W,N,NA,1963,1963,2013,Y,1963,2013,Y,NA,NA,TSCA,S,LIVE,13.9
568,TP1003E,TP,1,3,1,2,E,N,NA,1898,1898,2012,Y,1898,2012,Y,NA,NA,ACRU,I,LIVE,14
569,TP1003N,TP,1,3,1,2,N,N,NA,1901,1901,2012,Y,1901,2012,Y,NA,NA,ACRU,I,LIVE,14
570,TP1003S,TP,1,3,1,2,S,N,NA,1904,1904,2012,Y,1904,2012,Y,NA,NA,ACRU,I,LIVE,14
571,TP1004S,TP,1,4,1,2,S,N,NA,1957,1957,2013,Y,1957,2013,Y,NA,NA,TSCA,S,LIVE,27.9
572,TP1004E,TP,1,4,1,2,E,N,NA,1959,1959,2013,Y,1959,2013,Y,NA,NA,TSCA,S,LIVE,27.9
573,TP1004N,TP,1,4,1,2,N,N,NA,1963,1963,2013,Y,1963,2013,Y,NA,NA,TSCA,S,LIVE,27.9
574,TP1005E,TP,1,5,1,2,E,N,NA,1960,1960,2013,Y,1960,2013,Y,NA,NA,TSCA,S,LIVE,17.4
575,TP1005N,TP,1,5,1,2,N,N,NA,1973,1973,2013,Y,1973,2013,Y,NA,NA,TSCA,S,LIVE,17.4
576,TP1006E,TP,1,6,1,2,E,N,NA,1956,1956,2012,Y,1956,2012,Y,NA,NA,BEAL,I,LIVE,12.4
577,TP1006N,TP,1,6,1,2,N,N,NA,1952,1952,2012,Y,1952,2012,Y,NA,NA,BEAL,I,LIVE,12.4
578,TP1006S,TP,1,6,1,2,S,N,NA,1951,1951,2012,Y,1951,2012,Y,NA,NA,BEAL,I,LIVE,12.4
579,TP1007E,TP,1,7,1,2,E,N,NA,1952,1952,2012,Y,1952,2012,Y,NA,NA,BEAL,I,LIVE,10.2
580,TP1007N,TP,1,7,1,2,N,N,NA,1953,1953,2012,Y,1953,2012,Y,NA,NA,BEAL,I,LIVE,10.2
581,TP1007W,TP,1,7,1,2,W,N,NA,1952,1952,2012,Y,1952,2012,Y,NA,NA,BEAL,I,LIVE,10.2
582,TP1008N,TP,1,8,1,2,N,N,NA,1925,1925,2012,Y,1925,2012,Y,NA,NA,ACRU,F,LIVE,20
583,TP1008S,TP,1,8,1,2,S,N,NA,1906,1906,1966,Y,1906,1966,Y,NA,NA,ACRU,F,LIVE,20
584,TP1008W,TP,1,8,1,2,W,N,NA,1924,1924,2012,Y,1924,2012,Y,NA,NA,ACRU,F,LIVE,20
585,TP1009N,TP,1,9,1,2,N,N,NA,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
586,TP1009E,TP,1,9,1,2,E,N,NA,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
587,TP1009S,TP,1,9,1,2,S,N,NA,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
588,TP1009W,TP,1,9,1,2,W,N,NA,1974,1974,2013,Y,1974,2013,Y,NA,NA,TSCA,D,LIVE,13.2
